,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,food_check_score,dollar_signs
47256,fxuUGJ6si0QxcRKn_KNkEA,Cheeburger Cheeburger Express,7480 S Rainbow Blvd,Las Vegas,NV,89139,36.053494,-115.2429923,3.0,90,0,"{'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""'none'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'DriveThru': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Burgers, Salad, Restaurants","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}",41,1
47436,3_VxxlEFa68OpbsIRkLnZw,Kome Shokudo,"1383 16th Avenue, Unit 2",Richmond Hill,ON,L4B 0E2,43.861278799999994,-79.38993359999999,3.5,82,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'NoiseLevel': ""'quiet'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False'}","Restaurants, Japanese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",34,1
48757,0P7NqE6gxHjwgmOpBMnY6A,Meskerem,601 S Kings Dr,Charlotte,NC,28204,35.20949470000001,-80.8355125,4.0,99,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'Caters': 'True'}","Ethiopian, Restaurants","{'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",62,4
48816,7usumJrTK_qs2GbSd8zIvg,Wake Up Coffee Cafe,"6350 W Charleston Blvd, Ste 110",Las Vegas,NV,89146,36.1596183,-115.2330307,4.0,88,0,"{'RestaurantsReservations': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'BikeParking': 'True', 'NoiseLevel': ""'quiet'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'""}","Breakfast & Brunch, Hot Dogs, Food, Cafes, Coffee & Tea, Restaurants","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",65,3
49344,VatWIJnfdVahCRQWDMqEyQ,Le Vieux Vélo,59 Rue Beaubien Est,Montréal,QC,H2S 1R1,45.531008,-73.60777790000002,4.5,153,1,"{'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True'}","Restaurants, Breakfast & Brunch","{'Monday': '8:30-16:0', 'Tuesday': '8:30-16:0', 'Wednesday': '8:30-16:0', 'Thursday': '8:30-16:0', 'Friday': '8:30-16:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}",81,1
49939,1GaooxqCWHzulI2Ub3CXEw,Mad Mex - South Hills,"Scott Towne Center, 2101 Greentree Rd",Pittsburgh,PA,15220,40.390689428499996,-80.0726191733,3.5,124,1,"{'RestaurantsPriceRange2': '2', 'Caters': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True'}","Tex-Mex, Restaurants, Mexican","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",48,1
50124,kpZ2vPjkHfee4pCLC05tfg,Paganelli's,106 Front St E,Toronto,ON,M5A 1E1,43.6498422,-79.37036540000001,3.5,55,0,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'""}","Italian, Pizza, Food, Desserts, Restaurants","{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",59,4
50288,pSAoDrxX7Q5VRe-7gpDpOw,Spoonwood Brewing,5981 Baptist Rd,Pittsburgh,PA,15236,40.345379799999996,-80.0139943,4.0,223,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Food, Pizza, Restaurants, Breweries","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '10:30-22:0'}",74,1
50346,J2c-4PHPr3z4ACDLmklzdw,The Keg Steakhouse + Bar - Crowfoot,130 Crowfoot Terrace NW,Calgary,AB,T3G 4J8,51.128336,-114.20289029999999,4.0,61,1,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HasTV': 'True', 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'""}","Bars, Canadian (New), Steakhouses, Restaurants, Seafood, Nightlife","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '15:0-1:0', 'Saturday': '15:0-1:0', 'Sunday': '15:0-23:0'}",54,1
50870,Z3Z8kIqh9SpSyhZtR9coJg,Gia Lai,"Legacy Village, 25241 Cedar Rd",Lyndhurst,OH,44124,41.503135608499996,-81.500377126,3.0,64,0,"{'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Vietnamese, Asian Fusion",,36,4
51265,bixMVkra8aJ1zcx026N8Bw,Kaze Sushi,"3400 S Jones Blvd, Ste 2",Las Vegas,NV,89146,36.1280756,-115.22456640000001,4.0,62,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'Caters': 'False'}","Japanese, Sushi Bars, Restaurants","{'Monday': '17:0-1:0', 'Tuesday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-1:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-1:0'}",55,1
52057,zqNgwQjj0_XAll-neGikIw,Merci French Cafe & Patisserie,7620 E Indian School Rd,Scottsdale,AZ,85251,33.49664,-111.91621799999999,4.0,321,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'""}","Cafes, French, Restaurants, Breakfast & Brunch","{'Monday': '9:0-15:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-14:0'}",73,3
52948,4POPYEONJpkfhWOMx_PyGg,Harbour 60,60 Harbour Street,Toronto,ON,M5J 1B7,43.642078999999995,-79.3784532,3.5,206,1,"{'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}"", 'Caters': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsPriceRange2': '4', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'""}","Restaurants, Steakhouses, Seafood","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-0:0'}",60,2
53983,dQ8kST_dfWcZVcLlIk7yRA,Kimmyz Tatum Point,4601 E Bell Rd,Phoenix,AZ,85032,33.640060399999996,-111.9823835,4.0,59,1,"{'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'CoatCheck': 'False', 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'outdoor'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'False', 'HappyHour': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Burgers, American (Traditional), Nightlife, Restaurants, Sports Bars, Bars","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-0:0'}",72,4
54274,pH9HF3GfJKJAdKDHcoUI4w,The Madison Blind,601 Langdon St,Madison,WI,53703,43.07564330899999,-89.39547460979999,3.5,58,0,"{'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'False', 'GoodForDancing': 'False', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'False', 'RestaurantsReservations': 'False', 'Music': '{}', 'WheelchairAccessible': 'True'}","Nightlife, American (New), Bars, Cocktail Bars, Diners, Restaurants","{'Monday': '16:30-0:0', 'Tuesday': '16:30-0:0', 'Wednesday': '16:30-0:0', 'Thursday': '16:30-0:0', 'Friday': '15:0-2:0', 'Saturday': '15:0-2:0', 'Sunday': '16:30-0:0'}",64,1
56605,3U__XOTBFptjhBeHrPGqrg,George's Kitchen,"6102 N 16th St, Ste 1",Phoenix,AZ,85016,33.525617,-112.047756,4.5,188,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Smoking': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'RestaurantsTableService': 'False', 'WiFi': ""'free'"", 'DogsAllowed': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True'}","Salad, Pizza, Restaurants, Greek, Mediterranean","{'Monday': '0:0-0:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0'}",83,3
57745,qGtagj4xXNrF9rIEkiihTw,Orchid Thai,15474 Yonge Street,Aurora,ON,L4G 1P2,44.005012799999996,-79.4693161,4.5,53,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}","Restaurants, Thai, Seafood, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '11:30-21:0', 'Friday': '15:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '15:0-21:0'}",79,2
57890,5_cn7M-9swHrFbnqZtYGBQ,Bangkok Thai and Pho 911,"410 E Green St, Unit 3",Champaign,IL,61820,40.1106376,-88.2324833,4.0,167,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'""}","Restaurants, Thai, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",57,2
59113,A8UtlAQem2hPDe-UfsvndQ,Baby Kay's Cajun Kitchen,"2051 S Dobson Rd, Ste 18",Mesa,AZ,85202,33.3765345,-111.8778341,4.5,378,1,"{'HasTV': 'True', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'""}","Cajun/Creole, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",76,1
